           # s        inv_Ta        inv_Tb        inv_Tz
         # (m)         (1/s)         (1/s)         (1/s)
 # delta_s =   0.10000000149011612     
     215.70000   -2.0599E-30   -1.1216E-35   -1.2535E-32
     215.80000   -2.0625E-30   -1.1216E-35   -1.2535E-32
     215.90000   -2.0651E-30   -1.1216E-35   -1.2536E-32
     216.00000   -2.0677E-30   -1.1216E-35   -1.2536E-32
     216.10000   -2.0703E-30   -1.1216E-35   -1.2536E-32
     216.20000   -2.0729E-30   -1.1216E-35   -1.2536E-32
     216.30000   -2.0755E-30   -1.1216E-35   -1.2537E-32
     216.40000   -2.0781E-30   -1.1216E-35   -1.2537E-32
     216.50000   -2.0807E-30   -1.1216E-35   -1.2537E-32
     216.60000   -2.0833E-30   -1.1216E-35   -1.2537E-32
     216.70000   -2.0859E-30   -1.1216E-35   -1.2538E-32
     216.80000   -2.0884E-30   -1.1217E-35   -1.2538E-32
     216.90000   -2.0909E-30   -1.1217E-35   -1.2538E-32
     217.00000   -2.0934E-30   -1.1217E-35   -1.2538E-32
     217.10000   -2.0958E-30   -1.1217E-35   -1.2539E-32
     217.20000   -2.0982E-30   -1.1217E-35   -1.2539E-32
     217.30000   -2.1005E-30   -1.1217E-35   -1.2539E-32
     217.40000   -2.1028E-30   -1.1217E-35   -1.2539E-32
     217.50000   -2.1051E-30   -1.1217E-35   -1.2539E-32
     217.60000   -2.1074E-30   -1.1217E-35   -1.2540E-32
     217.70000   -2.1096E-30   -1.1218E-35   -1.2540E-32
     217.80000   -2.1118E-30   -1.1218E-35   -1.2540E-32
     217.90000   -2.1140E-30   -1.1218E-35   -1.2540E-32
     218.00000   -2.1161E-30   -1.1218E-35   -1.2541E-32
     218.10000   -2.1182E-30   -1.1218E-35   -1.2541E-32
     218.20000   -2.1203E-30   -1.1219E-35   -1.2541E-32
     218.30000   -2.1224E-30   -1.1219E-35   -1.2541E-32
     218.40000   -2.1244E-30   -1.1219E-35   -1.2541E-32
     218.50000   -2.1264E-30   -1.1219E-35   -1.2542E-32
     218.60000   -2.1284E-30   -1.1220E-35   -1.2542E-32
     218.70000   -2.1303E-30   -1.1220E-35   -1.2542E-32
     218.80000   -2.1323E-30   -1.1220E-35   -1.2542E-32
     218.90000   -2.1342E-30   -1.1220E-35   -1.2542E-32
     219.00000   -2.1361E-30   -1.1221E-35   -1.2543E-32
     219.10000   -2.1380E-30   -1.1221E-35   -1.2543E-32
     219.20000   -2.1398E-30   -1.1221E-35   -1.2543E-32
     219.30000   -2.1417E-30   -1.1222E-35   -1.2543E-32
     219.40000   -2.1435E-30   -1.1222E-35   -1.2543E-32
     219.50000   -2.1453E-30   -1.1223E-35   -1.2543E-32
     219.60000   -2.1471E-30   -1.1223E-35   -1.2544E-32
     219.70000   -2.1488E-30   -1.1223E-35   -1.2544E-32
     219.80000   -2.1506E-30   -1.1224E-35   -1.2544E-32
     219.90000   -2.1523E-30   -1.1224E-35   -1.2544E-32
     220.00000   -2.1540E-30   -1.1225E-35   -1.2544E-32
     220.10000   -2.1557E-30   -1.1225E-35   -1.2544E-32
     220.20000   -2.1574E-30   -1.1226E-35   -1.2545E-32
     220.30000   -2.1591E-30   -1.1226E-35   -1.2545E-32
     220.40000   -2.1607E-30   -1.1227E-35   -1.2545E-32
     220.50000   -2.1624E-30   -1.1228E-35   -1.2545E-32
     220.60000   -2.1640E-30   -1.1228E-35   -1.2545E-32
     220.70000   -2.1656E-30   -1.1229E-35   -1.2545E-32
     220.80000   -2.1672E-30   -1.1230E-35   -1.2546E-32
     220.90000   -2.1688E-30   -1.1230E-35   -1.2546E-32
     221.00000   -2.1704E-30   -1.1231E-35   -1.2546E-32
     221.10000   -2.1720E-30   -1.1232E-35   -1.2546E-32
     221.20000   -2.1736E-30   -1.1233E-35   -1.2546E-32
     221.30000   -2.1751E-30   -1.1233E-35   -1.2546E-32
     221.40000   -2.1767E-30   -1.1234E-35   -1.2547E-32
     221.50000   -2.1782E-30   -1.1235E-35   -1.2547E-32
     221.60000   -2.1797E-30   -1.1236E-35   -1.2547E-32
     221.70000   -2.1813E-30   -1.1237E-35   -1.2547E-32
     221.80000   -2.1828E-30   -1.1238E-35   -1.2547E-32
     221.90000   -2.1843E-30   -1.1239E-35   -1.2547E-32
     222.00000   -2.1858E-30   -1.1240E-35   -1.2548E-32
     222.10000   -2.1873E-30   -1.1241E-35   -1.2548E-32
     222.20000   -2.1888E-30   -1.1242E-35   -1.2548E-32
     222.30000   -2.1902E-30   -1.1243E-35   -1.2548E-32
     222.40000   -2.1917E-30   -1.1244E-35   -1.2548E-32
     222.50000   -2.1932E-30   -1.1246E-35   -1.2548E-32
     222.60000   -2.1947E-30   -1.1247E-35   -1.2549E-32
     222.70000   -2.1961E-30   -1.1248E-35   -1.2549E-32
     222.80000   -2.1976E-30   -1.1250E-35   -1.2549E-32
     222.90000   -2.1991E-30   -1.1251E-35   -1.2549E-32
     223.00000   -2.2006E-30   -1.1253E-35   -1.2549E-32
     223.10000   -2.2021E-30   -1.1254E-35   -1.2549E-32
     223.20000   -2.2036E-30   -1.1256E-35   -1.2550E-32
     223.30000   -2.2052E-30   -1.1258E-35   -1.2550E-32
     223.40000   -2.2067E-30   -1.1260E-35   -1.2550E-32
     223.50000   -2.2083E-30   -1.1262E-35   -1.2550E-32
     223.60000   -2.2099E-30   -1.1264E-35   -1.2550E-32
     223.70000   -2.2117E-30   -1.1266E-35   -1.2550E-32
     223.80000   -2.2135E-30   -1.1269E-35   -1.2551E-32
     223.90000   -2.2155E-30   -1.1271E-35   -1.2551E-32
     224.00000   -2.2174E-30   -1.1274E-35   -1.2551E-32
     224.10000   -2.2191E-30   -1.1276E-35   -1.2551E-32
     224.20000   -2.2208E-30   -1.1278E-35   -1.2551E-32
     224.30000   -2.2225E-30   -1.1279E-35   -1.2552E-32
     224.40000   -2.2241E-30   -1.1281E-35   -1.2552E-32
     224.50000   -2.2257E-30   -1.1283E-35   -1.2552E-32
     224.60000   -2.2273E-30   -1.1284E-35   -1.2552E-32
     224.70000   -2.2289E-30   -1.1286E-35   -1.2552E-32
     224.80000   -2.2304E-30   -1.1287E-35   -1.2552E-32
     224.90000   -2.2320E-30   -1.1288E-35   -1.2553E-32
     225.00000   -2.2335E-30   -1.1290E-35   -1.2553E-32
     225.10000   -2.2350E-30   -1.1291E-35   -1.2553E-32
     225.20000   -2.2365E-30   -1.1292E-35   -1.2553E-32
     225.30000   -2.2380E-30   -1.1293E-35   -1.2553E-32
     225.40000   -2.2395E-30   -1.1295E-35   -1.2553E-32
     225.50000   -2.2410E-30   -1.1296E-35   -1.2554E-32
     225.60000   -2.2424E-30   -1.1297E-35   -1.2554E-32
     225.70000   -2.2439E-30   -1.1298E-35   -1.2554E-32
     225.80000   -2.2454E-30   -1.1299E-35   -1.2554E-32
     225.90000   -2.2468E-30   -1.1300E-35   -1.2554E-32
     226.00000   -2.2483E-30   -1.1301E-35   -1.2555E-32
     226.10000   -2.2497E-30   -1.1302E-35   -1.2555E-32
     226.20000   -2.2512E-30   -1.1302E-35   -1.2555E-32
     226.30000   -2.2526E-30   -1.1303E-35   -1.2555E-32
     226.40000   -2.2541E-30   -1.1304E-35   -1.2555E-32
     226.50000   -2.2555E-30   -1.1305E-35   -1.2556E-32
     226.60000   -2.2569E-30   -1.1306E-35   -1.2556E-32
     226.70000   -2.2584E-30   -1.1306E-35   -1.2556E-32
     226.80000   -2.2598E-30   -1.1307E-35   -1.2556E-32
     226.90000   -2.2612E-30   -1.1308E-35   -1.2556E-32
     227.00000   -2.2626E-30   -1.1309E-35   -1.2556E-32
     227.10000   -2.2641E-30   -1.1309E-35   -1.2557E-32
     227.20000   -2.2655E-30   -1.1310E-35   -1.2557E-32
     227.30000   -2.2670E-30   -1.1310E-35   -1.2557E-32
     227.40000   -2.2684E-30   -1.1311E-35   -1.2557E-32
     227.50000   -2.2698E-30   -1.1312E-35   -1.2558E-32
     227.60000   -2.2713E-30   -1.1312E-35   -1.2558E-32
     227.70000   -2.2727E-30   -1.1313E-35   -1.2558E-32
     227.80000   -2.2742E-30   -1.1313E-35   -1.2558E-32
     227.90000   -2.2756E-30   -1.1314E-35   -1.2558E-32
     228.00000   -2.2770E-30   -1.1314E-35   -1.2559E-32
     228.10000   -2.2784E-30   -1.1315E-35   -1.2559E-32
     228.20000   -2.2799E-30   -1.1315E-35   -1.2559E-32
     228.30000   -2.2813E-30   -1.1315E-35   -1.2559E-32
     228.40000   -2.2827E-30   -1.1316E-35   -1.2560E-32
     228.50000   -2.2841E-30   -1.1316E-35   -1.2560E-32
     228.60000   -2.2855E-30   -1.1317E-35   -1.2560E-32
     228.70000   -2.2869E-30   -1.1317E-35   -1.2560E-32
     228.80000   -2.2884E-30   -1.1317E-35   -1.2561E-32
     228.90000   -2.2898E-30   -1.1318E-35   -1.2561E-32
     229.00000   -2.2912E-30   -1.1318E-35   -1.2561E-32
     229.10000   -2.2926E-30   -1.1318E-35   -1.2561E-32
     229.20000   -2.2940E-30   -1.1318E-35   -1.2562E-32
     229.30000   -2.2954E-30   -1.1319E-35   -1.2562E-32
     229.40000   -2.2968E-30   -1.1319E-35   -1.2562E-32
     229.50000   -2.2981E-30   -1.1319E-35   -1.2563E-32
     229.60000   -2.2995E-30   -1.1319E-35   -1.2563E-32
     229.70000   -2.3009E-30   -1.1320E-35   -1.2563E-32
     229.80000   -2.3023E-30   -1.1320E-35   -1.2563E-32
     229.90000   -2.3038E-30   -1.1320E-35   -1.2564E-32
     230.00000   -2.3052E-30   -1.1320E-35   -1.2564E-32
     230.10000   -2.3067E-30   -1.1320E-35   -1.2564E-32
     230.20000   -2.3082E-30   -1.1320E-35   -1.2565E-32
     230.30000   -2.3097E-30   -1.1321E-35   -1.2565E-32
     230.40000   -2.3112E-30   -1.1321E-35   -1.2565E-32
     230.50000   -2.3128E-30   -1.1321E-35   -1.2566E-32
     230.60000   -2.3144E-30   -1.1321E-35   -1.2566E-32
     230.70000   -2.3160E-30   -1.1321E-35   -1.2566E-32
     230.80000   -2.3175E-30   -1.1321E-35   -1.2567E-32
     230.90000   -2.3191E-30   -1.1321E-35   -1.2567E-32
     231.00000   -2.3207E-30   -1.1321E-35   -1.2567E-32
     231.10000   -2.3223E-30   -1.1321E-35   -1.2568E-32
     231.20000   -2.3239E-30   -1.1321E-35   -1.2568E-32
     231.30000   -2.3256E-30   -1.1322E-35   -1.2569E-32
     231.40000   -2.3272E-30   -1.1322E-35   -1.2569E-32
     231.50000   -2.3288E-30   -1.1322E-35   -1.2569E-32
     231.60000   -2.3304E-30   -1.1322E-35   -1.2570E-32
     231.70000   -2.3319E-30   -1.1322E-35   -1.2570E-32
     231.80000   -2.3335E-30   -1.1322E-35   -1.2570E-32
     231.90000   -2.3350E-30   -1.1322E-35   -1.2571E-32
     232.00000   -2.3365E-30   -1.1322E-35   -1.2571E-32
     232.10000   -2.3380E-30   -1.1322E-35   -1.2571E-32
     232.20000   -2.3395E-30   -1.1322E-35   -1.2572E-32
     232.30000   -2.3409E-30   -1.1323E-35   -1.2572E-32
     232.40000   -2.3423E-30   -1.1323E-35   -1.2573E-32
     232.50000   -2.3437E-30   -1.1323E-35   -1.2573E-32
     232.60000   -2.3451E-30   -1.1323E-35   -1.2573E-32
     232.70000   -2.3465E-30   -1.1323E-35   -1.2574E-32
     232.80000   -2.3478E-30   -1.1323E-35   -1.2574E-32
     232.90000   -2.3491E-30   -1.1323E-35   -1.2575E-32
     233.00000   -2.3505E-30   -1.1323E-35   -1.2575E-32
     233.10000   -2.3517E-30   -1.1323E-35   -1.2575E-32
     233.20000   -2.3530E-30   -1.1323E-35   -1.2576E-32
     233.30000   -2.3543E-30   -1.1324E-35   -1.2576E-32
     233.40000   -2.3555E-30   -1.1324E-35   -1.2577E-32
     233.50000   -2.3567E-30   -1.1324E-35   -1.2577E-32
     233.60000   -2.3579E-30   -1.1324E-35   -1.2577E-32
     233.70000   -2.3591E-30   -1.1324E-35   -1.2578E-32
     233.80000   -2.3603E-30   -1.1324E-35   -1.2578E-32
     233.90000   -2.3614E-30   -1.1324E-35   -1.2579E-32
     234.00000   -2.3626E-30   -1.1324E-35   -1.2579E-32
     234.10000   -2.3637E-30   -1.1324E-35   -1.2579E-32
     234.20000   -2.3649E-30   -1.1325E-35   -1.2580E-32
     234.30000   -2.3660E-30   -1.1325E-35   -1.2580E-32
     234.40000   -2.3671E-30   -1.1325E-35   -1.2581E-32
     234.50000   -2.3682E-30   -1.1325E-35   -1.2581E-32
     234.60000   -2.3693E-30   -1.1325E-35   -1.2582E-32
     234.70000   -2.3703E-30   -1.1325E-35   -1.2582E-32
     234.80000   -2.3714E-30   -1.1326E-35   -1.2582E-32
     234.90000   -2.3724E-30   -1.1326E-35   -1.2583E-32
     235.00000   -2.3735E-30   -1.1326E-35   -1.2583E-32
     235.10000   -2.3745E-30   -1.1326E-35   -1.2584E-32
     235.20000   -2.3755E-30   -1.1326E-35   -1.2584E-32
     235.30000   -2.3765E-30   -1.1326E-35   -1.2584E-32
     235.40000   -2.3775E-30   -1.1327E-35   -1.2585E-32
     235.50000   -2.3784E-30   -1.1327E-35   -1.2585E-32
     235.60000   -2.3794E-30   -1.1327E-35   -1.2586E-32
     235.70000   -2.3803E-30   -1.1327E-35   -1.2586E-32
     235.80000   -2.3813E-30   -1.1328E-35   -1.2586E-32
     235.90000   -2.3822E-30   -1.1328E-35   -1.2587E-32
     236.00000   -2.3831E-30   -1.1328E-35   -1.2587E-32
     236.10000   -2.3841E-30   -1.1328E-35   -1.2588E-32
     236.20000   -2.3850E-30   -1.1329E-35   -1.2588E-32
     236.30000   -2.3859E-30   -1.1329E-35   -1.2588E-32
     236.40000   -2.3868E-30   -1.1329E-35   -1.2589E-32
     236.50000   -2.3877E-30   -1.1329E-35   -1.2589E-32
     236.60000   -2.3886E-30   -1.1330E-35   -1.2590E-32
     236.70000   -2.3895E-30   -1.1330E-35   -1.2590E-32
     236.80000   -2.3903E-30   -1.1330E-35   -1.2590E-32
     236.90000   -2.3912E-30   -1.1331E-35   -1.2591E-32
     237.00000   -2.3921E-30   -1.1331E-35   -1.2591E-32
     237.10000   -2.3929E-30   -1.1332E-35   -1.2591E-32
     237.20000   -2.3938E-30   -1.1332E-35   -1.2592E-32
     237.30000   -2.3947E-30   -1.1332E-35   -1.2592E-32
     237.40000   -2.3955E-30   -1.1333E-35   -1.2593E-32
     237.50000   -2.3964E-30   -1.1333E-35   -1.2593E-32
     237.60000   -2.3972E-30   -1.1334E-35   -1.2593E-32
     237.70000   -2.3981E-30   -1.1334E-35   -1.2594E-32
     237.80000   -2.3990E-30   -1.1334E-35   -1.2594E-32
     237.90000   -2.3998E-30   -1.1335E-35   -1.2594E-32
     238.00000   -2.4007E-30   -1.1335E-35   -1.2595E-32
     238.10000   -2.4016E-30   -1.1335E-35   -1.2595E-32
     238.20000   -2.4025E-30   -1.1336E-35   -1.2596E-32
     238.30000   -2.4033E-30   -1.1336E-35   -1.2596E-32
     238.40000   -2.4042E-30   -1.1336E-35   -1.2596E-32
     238.50000   -2.4051E-30   -1.1337E-35   -1.2597E-32
     238.60000   -2.4060E-30   -1.1337E-35   -1.2597E-32
     238.70000   -2.4069E-30   -1.1337E-35   -1.2598E-32
     238.80000   -2.4079E-30   -1.1338E-35   -1.2598E-32
     238.90000   -2.4088E-30   -1.1338E-35   -1.2598E-32
     239.00000   -2.4097E-30   -1.1338E-35   -1.2599E-32
     239.10000   -2.4106E-30   -1.1338E-35   -1.2599E-32
     239.20000   -2.4116E-30   -1.1339E-35   -1.2599E-32
     239.30000   -2.4125E-30   -1.1339E-35   -1.2600E-32
     239.40000   -2.4135E-30   -1.1339E-35   -1.2600E-32
     239.50000   -2.4145E-30   -1.1339E-35   -1.2601E-32
     239.60000   -2.4155E-30   -1.1339E-35   -1.2601E-32
     239.70000   -2.4165E-30   -1.1340E-35   -1.2602E-32
     239.80000   -2.4175E-30   -1.1340E-35   -1.2602E-32
     239.90000   -2.4185E-30   -1.1340E-35   -1.2602E-32
     240.00000   -2.4195E-30   -1.1340E-35   -1.2603E-32
     240.10000   -2.4206E-30   -1.1340E-35   -1.2603E-32
     240.20000   -2.4216E-30   -1.1341E-35   -1.2604E-32
     240.30000   -2.4227E-30   -1.1341E-35   -1.2604E-32
     240.40000   -2.4238E-30   -1.1341E-35   -1.2604E-32
     240.50000   -2.4249E-30   -1.1341E-35   -1.2605E-32
     240.60000   -2.4260E-30   -1.1341E-35   -1.2605E-32
     240.70000   -2.4271E-30   -1.1341E-35   -1.2606E-32
     240.80000   -2.4283E-30   -1.1341E-35   -1.2606E-32
     240.90000   -2.4294E-30   -1.1342E-35   -1.2606E-32
     241.00000   -2.4306E-30   -1.1342E-35   -1.2607E-32
     241.10000   -2.4317E-30   -1.1342E-35   -1.2607E-32
     241.20000   -2.4329E-30   -1.1342E-35   -1.2608E-32
     241.30000   -2.4341E-30   -1.1342E-35   -1.2608E-32
     241.40000   -2.4353E-30   -1.1342E-35   -1.2608E-32
     241.50000   -2.4365E-30   -1.1342E-35   -1.2609E-32
     241.60000   -2.4377E-30   -1.1342E-35   -1.2609E-32
     241.70000   -2.4390E-30   -1.1342E-35   -1.2610E-32
     241.80000   -2.4403E-30   -1.1343E-35   -1.2610E-32
     241.90000   -2.4416E-30   -1.1343E-35   -1.2610E-32
     242.00000   -2.4429E-30   -1.1343E-35   -1.2611E-32
     242.10000   -2.4442E-30   -1.1343E-35   -1.2611E-32
     242.20000   -2.4456E-30   -1.1343E-35   -1.2612E-32
     242.30000   -2.4469E-30   -1.1343E-35   -1.2612E-32
     242.40000   -2.4483E-30   -1.1343E-35   -1.2612E-32
     242.50000   -2.4497E-30   -1.1343E-35   -1.2613E-32
     242.60000   -2.4512E-30   -1.1343E-35   -1.2613E-32
     242.70000   -2.4526E-30   -1.1343E-35   -1.2614E-32
     242.80000   -2.4541E-30   -1.1344E-35   -1.2614E-32
     242.90000   -2.4556E-30   -1.1344E-35   -1.2614E-32
     243.00000   -2.4571E-30   -1.1344E-35   -1.2615E-32
     243.10000   -2.4586E-30   -1.1344E-35   -1.2615E-32
     243.20000   -2.4602E-30   -1.1344E-35   -1.2615E-32
     243.30000   -2.4617E-30   -1.1344E-35   -1.2616E-32
     243.40000   -2.4633E-30   -1.1344E-35   -1.2616E-32
     243.50000   -2.4649E-30   -1.1344E-35   -1.2617E-32
     243.60000   -2.4665E-30   -1.1344E-35   -1.2617E-32
     243.70000   -2.4682E-30   -1.1344E-35   -1.2617E-32
     243.80000   -2.4698E-30   -1.1345E-35   -1.2618E-32
     243.90000   -2.4714E-30   -1.1345E-35   -1.2618E-32
     244.00000   -2.4730E-30   -1.1345E-35   -1.2618E-32
     244.10000   -2.4746E-30   -1.1345E-35   -1.2619E-32
     244.20000   -2.4761E-30   -1.1345E-35   -1.2619E-32
     244.30000   -2.4777E-30   -1.1345E-35   -1.2619E-32
     244.40000   -2.4793E-30   -1.1345E-35   -1.2620E-32
     244.50000   -2.4809E-30   -1.1345E-35   -1.2620E-32
     244.60000   -2.4824E-30   -1.1345E-35   -1.2620E-32
     244.70000   -2.4839E-30   -1.1345E-35   -1.2621E-32
     244.80000   -2.4854E-30   -1.1346E-35   -1.2621E-32
     244.90000   -2.4868E-30   -1.1346E-35   -1.2621E-32
     245.00000   -2.4883E-30   -1.1346E-35   -1.2622E-32
     245.10000   -2.4897E-30   -1.1346E-35   -1.2622E-32
     245.20000   -2.4911E-30   -1.1346E-35   -1.2622E-32
     245.30000   -2.4925E-30   -1.1346E-35   -1.2623E-32
     245.40000   -2.4939E-30   -1.1347E-35   -1.2623E-32
     245.50000   -2.4953E-30   -1.1347E-35   -1.2623E-32
     245.60000   -2.4967E-30   -1.1347E-35   -1.2623E-32
     245.70000   -2.4981E-30   -1.1347E-35   -1.2624E-32
     245.80000   -2.4995E-30   -1.1348E-35   -1.2624E-32
     245.90000   -2.5009E-30   -1.1348E-35   -1.2624E-32
     246.00000   -2.5023E-30   -1.1348E-35   -1.2625E-32
     246.10000   -2.5037E-30   -1.1349E-35   -1.2625E-32
     246.20000   -2.5051E-30   -1.1349E-35   -1.2625E-32
     246.30000   -2.5065E-30   -1.1349E-35   -1.2625E-32
     246.40000   -2.5079E-30   -1.1350E-35   -1.2626E-32
     246.50000   -2.5093E-30   -1.1350E-35   -1.2626E-32
     246.60000   -2.5108E-30   -1.1350E-35   -1.2626E-32
     246.70000   -2.5122E-30   -1.1351E-35   -1.2626E-32
     246.80000   -2.5136E-30   -1.1351E-35   -1.2627E-32
     246.90000   -2.5150E-30   -1.1352E-35   -1.2627E-32
     247.00000   -2.5165E-30   -1.1352E-35   -1.2627E-32
     247.10000   -2.5179E-30   -1.1353E-35   -1.2627E-32
     247.20000   -2.5193E-30   -1.1353E-35   -1.2627E-32
     247.30000   -2.5208E-30   -1.1354E-35   -1.2628E-32
     247.40000   -2.5222E-30   -1.1354E-35   -1.2628E-32
     247.50000   -2.5237E-30   -1.1355E-35   -1.2628E-32
     247.60000   -2.5251E-30   -1.1356E-35   -1.2628E-32
     247.70000   -2.5265E-30   -1.1356E-35   -1.2629E-32
     247.80000   -2.5280E-30   -1.1357E-35   -1.2629E-32
     247.90000   -2.5294E-30   -1.1357E-35   -1.2629E-32
     248.00000   -2.5309E-30   -1.1358E-35   -1.2629E-32
     248.10000   -2.5323E-30   -1.1359E-35   -1.2629E-32
     248.20000   -2.5337E-30   -1.1360E-35   -1.2630E-32
     248.30000   -2.5351E-30   -1.1360E-35   -1.2630E-32
     248.40000   -2.5366E-30   -1.1361E-35   -1.2630E-32
     248.50000   -2.5380E-30   -1.1362E-35   -1.2630E-32
     248.60000   -2.5394E-30   -1.1363E-35   -1.2630E-32
     248.70000   -2.5409E-30   -1.1364E-35   -1.2630E-32
     248.80000   -2.5423E-30   -1.1365E-35   -1.2631E-32
     248.90000   -2.5438E-30   -1.1365E-35   -1.2631E-32
     249.00000   -2.5452E-30   -1.1366E-35   -1.2631E-32
     249.10000   -2.5467E-30   -1.1367E-35   -1.2631E-32
     249.20000   -2.5482E-30   -1.1368E-35   -1.2631E-32
     249.30000   -2.5496E-30   -1.1369E-35   -1.2632E-32
     249.40000   -2.5511E-30   -1.1370E-35   -1.2632E-32
     249.50000   -2.5526E-30   -1.1372E-35   -1.2632E-32
     249.60000   -2.5541E-30   -1.1373E-35   -1.2632E-32
     249.70000   -2.5556E-30   -1.1374E-35   -1.2632E-32
     249.80000   -2.5571E-30   -1.1375E-35   -1.2632E-32
     249.90000   -2.5586E-30   -1.1376E-35   -1.2633E-32
     250.00000   -2.5601E-30   -1.1378E-35   -1.2633E-32
     250.10000   -2.5617E-30   -1.1379E-35   -1.2633E-32
     250.20000   -2.5632E-30   -1.1381E-35   -1.2633E-32
     250.30000   -2.5648E-30   -1.1382E-35   -1.2633E-32
     250.40000   -2.5664E-30   -1.1384E-35   -1.2633E-32
     250.50000   -2.5680E-30   -1.1385E-35   -1.2634E-32
     250.60000   -2.5697E-30   -1.1387E-35   -1.2634E-32
     250.70000   -2.5713E-30   -1.1389E-35   -1.2634E-32
     250.80000   -2.5730E-30   -1.1391E-35   -1.2634E-32
     250.90000   -2.5748E-30   -1.1393E-35   -1.2634E-32
     251.00000   -2.5767E-30   -1.1395E-35   -1.2635E-32
     251.10000   -2.5787E-30   -1.1398E-35   -1.2635E-32
     251.20000   -2.5805E-30   -1.1400E-35   -1.2635E-32
     251.30000   -2.5822E-30   -1.1403E-35   -1.2635E-32
     251.40000   -2.5838E-30   -1.1405E-35   -1.2635E-32
     251.50000   -2.5854E-30   -1.1407E-35   -1.2636E-32
     251.60000   -2.5869E-30   -1.1409E-35   -1.2636E-32
     251.70000   -2.5885E-30   -1.1410E-35   -1.2636E-32
     251.80000   -2.5900E-30   -1.1412E-35   -1.2636E-32
     251.90000   -2.5915E-30   -1.1414E-35   -1.2636E-32
     252.00000   -2.5930E-30   -1.1415E-35   -1.2636E-32
     252.10000   -2.5945E-30   -1.1417E-35   -1.2637E-32
     252.20000   -2.5959E-30   -1.1418E-35   -1.2637E-32
     252.30000   -2.5974E-30   -1.1419E-35   -1.2637E-32
     252.40000   -2.5989E-30   -1.1421E-35   -1.2637E-32
     252.50000   -2.6004E-30   -1.1422E-35   -1.2637E-32
     252.60000   -2.6018E-30   -1.1423E-35   -1.2637E-32
     252.70000   -2.6033E-30   -1.1424E-35   -1.2638E-32
     252.80000   -2.6048E-30   -1.1425E-35   -1.2638E-32
     252.90000   -2.6063E-30   -1.1426E-35   -1.2638E-32
     253.00000   -2.6078E-30   -1.1427E-35   -1.2638E-32
     253.10000   -2.6093E-30   -1.1428E-35   -1.2638E-32
     253.20000   -2.6108E-30   -1.1429E-35   -1.2638E-32
     253.30000   -2.6124E-30   -1.1430E-35   -1.2638E-32
     253.40000   -2.6139E-30   -1.1431E-35   -1.2639E-32
     253.50000   -2.6154E-30   -1.1432E-35   -1.2639E-32
     253.60000   -2.6170E-30   -1.1433E-35   -1.2639E-32
     253.70000   -2.6185E-30   -1.1434E-35   -1.2639E-32
     253.80000   -2.6201E-30   -1.1434E-35   -1.2639E-32
     253.90000   -2.6217E-30   -1.1435E-35   -1.2639E-32
     254.00000   -2.6233E-30   -1.1436E-35   -1.2640E-32
     254.10000   -2.6249E-30   -1.1436E-35   -1.2640E-32
     254.20000   -2.6265E-30   -1.1437E-35   -1.2640E-32
     254.30000   -2.6281E-30   -1.1438E-35   -1.2640E-32
     254.40000   -2.6297E-30   -1.1438E-35   -1.2640E-32
     254.50000   -2.6314E-30   -1.1439E-35   -1.2640E-32
     254.60000   -2.6331E-30   -1.1440E-35   -1.2641E-32
     254.70000   -2.6347E-30   -1.1440E-35   -1.2641E-32
     254.80000   -2.6364E-30   -1.1441E-35   -1.2641E-32
     254.90000   -2.6381E-30   -1.1441E-35   -1.2641E-32
     255.00000   -2.6399E-30   -1.1442E-35   -1.2641E-32
     255.10000   -2.6416E-30   -1.1442E-35   -1.2641E-32
     255.20000   -2.6433E-30   -1.1442E-35   -1.2642E-32
     255.30000   -2.6451E-30   -1.1443E-35   -1.2642E-32
     255.40000   -2.6469E-30   -1.1443E-35   -1.2642E-32
     255.50000   -2.6487E-30   -1.1444E-35   -1.2642E-32
     255.60000   -2.6505E-30   -1.1444E-35   -1.2642E-32
     255.70000   -2.6524E-30   -1.1444E-35   -1.2643E-32
     255.80000   -2.6542E-30   -1.1445E-35   -1.2643E-32
     255.90000   -2.6561E-30   -1.1445E-35   -1.2643E-32
     256.00000   -2.6580E-30   -1.1445E-35   -1.2643E-32
     256.10000   -2.6599E-30   -1.1446E-35   -1.2643E-32
     256.20000   -2.6619E-30   -1.1446E-35   -1.2643E-32
     256.30000   -2.6638E-30   -1.1446E-35   -1.2644E-32
     256.40000   -2.6658E-30   -1.1447E-35   -1.2644E-32
     256.50000   -2.6678E-30   -1.1447E-35   -1.2644E-32
     256.60000   -2.6699E-30   -1.1447E-35   -1.2644E-32
     256.70000   -2.6719E-30   -1.1447E-35   -1.2644E-32
     256.80000   -2.6740E-30   -1.1448E-35   -1.2645E-32
     256.90000   -2.6761E-30   -1.1448E-35   -1.2645E-32
     257.00000   -2.6783E-30   -1.1448E-35   -1.2645E-32
     257.10000   -2.6805E-30   -1.1448E-35   -1.2645E-32
     257.20000   -2.6827E-30   -1.1448E-35   -1.2645E-32
     257.30000   -2.6849E-30   -1.1448E-35   -1.2646E-32
     257.40000   -2.6872E-30   -1.1449E-35   -1.2646E-32
     257.50000   -2.6895E-30   -1.1449E-35   -1.2646E-32
     257.60000   -2.6918E-30   -1.1449E-35   -1.2646E-32
     257.70000   -2.6942E-30   -1.1449E-35   -1.2647E-32
     257.80000   -2.6966E-30   -1.1449E-35   -1.2647E-32
